review_id,candidate_id,premise,hypothesis,auto_label,review_label,keep,notes,source_org,theme,pair_type,transform,source_file,review_status
frdr_v3_0001,fdcp_v11_0035,Credit risk chapter General topics for credit risk This sub-chapter includes the subset of supervisory expectations from the former general topics chapter that are applicable to internal models for credit risk and are therefore better placed within the credit risk chapter.,Credit risk chapter General topics for credit risk This sub-chapter excludes the subset of supervisory expectations from the former general topics chapter that are applicable to internal models for credit risk and are therefore better placed within the credit risk chapter.,contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,ECB,model_risk,minimal_contradiction,includes_excludes,data/processed/finreg/ecb/ecb_internal_models_guide.txt,reviewed_codex_v1
frdr_v3_0002,fdcp_v11_0162,"The ICT and security risk management framework should be approved and reviewed, at least once a year, by the management body.","The ICT and security risk management framework should not be approved and reviewed, at least once a year, by the management body.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,ict,minimal_contradiction,should_not,data/processed/finreg/eba/eba_ict_security_risk_management.txt,reviewed_codex_v1
frdr_v3_0003,fdcp_v11_0183,"For systemic wholesale branches, as part of its supervisory programme, the PRA will expect to meet at least annually as part of existing annual meetings with the CEO or the CRO, or both, of the authorised entity of which the branch is part, to discuss the PRA’s expectations on information sharing, as outlined in Box 1, for the firm.","For systemic wholesale branches, as part of its supervisory programme, the PRA will expect to meet at least annually as part of existing annual meetings with the CEO or the CRO, or both, of the authorised entity of which the branch is part, to discuss the PRA’s expectations on information sharing, as outlined in Box 1, for the firm.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,branch_governance,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,reviewed_codex_v1
frdr_v3_0004,fdcp_v11_0235,Some banks have applied the principles from BCBS 239 to include broader enterprise-wide data governance frameworks.,Some banks have applied the principles from BCBS 239 to exclude broader enterprise-wide data governance frameworks.,contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,rdarr,minimal_contradiction,include_exclude,data/processed/finreg/bcbs/bcbs239_impl_note.txt,reviewed_codex_v1
frdr_v3_0005,fdcp_v11_0017,It was developed in consultation with the Committee on Payment and Settlement Systems to enable banking supervisors to better monitor a bank's management of intraday liquidity risk and its ability to meet payment and settlement obligations on a timely basis.,"Competent authorities should periodically review the institutions’ ICAAP and ILAAP based on the information collected from the institutions in accordance with the EBA Guidelines on ICAAP and ILAAP information collected for SREP purposes 23 and determine their soundness, effectiveness and comprehensiveness according to the criteria specified in this se ction.",neutral,bad,no,document-development / consultation phrasing; low training value,BCBS,liquidity,cross_source_neutral,,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,reviewed_codex_v1
frdr_v3_0006,fdcp_v11_0205,"While a firm may rely extensively on its group for booking, risk management, and other services, the PRA considers that the firm should have sufficient risk management capabilities if it is to satisfy the relevant threshold conditions and comply with the Fundamental Rules.","While a firm may rely extensively on its group for booking, risk management, and other services, the PRA considers that the firm should not have sufficient risk management capabilities if it is to satisfy the relevant threshold conditions and comply with the Fundamental Rules.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,general,minimal_contradiction,should_not,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,reviewed_codex_v1
frdr_v3_0007,fdcp_v11_0068,"For example, for firms with a smaller number of models or less complex models, maintaining a model inventory would be considered less burdensome and the criteria for classifying models into tiers is expected to be materially simpler than for firms with a wider range of models or more complex models.",Balancing manual and automated processes across fragmented data estates is resource-intensive but contributes to effective risk data aggregation.,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,general,cross_source_neutral,,data/processed/finreg/pra_boe/pra_cp6_22_model_risk.txt,reviewed_codex_v1
frdr_v3_0008,fdcp_v11_0084,"In particular, the Guide clarifies supervisors’ expectations regarding how management bodies and committees should be composed and function, spells out the roles and responsibilities of the internal control functions, emphasises the importance of risk culture and outlines expectations regarding the risk appetite frameworks of banks.","In particular, the Guide clarifies supervisors’ expectations regarding how management bodies and committees should be composed and function, spells out the roles and responsibilities of the internal control functions, emphasises the importance of risk culture and outlines expectations regarding the risk appetite frameworks of banks.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,ECB,governance,extractive_entailment,,data/processed/finreg/ecb/ecb_governance_risk_culture_consultation.txt,reviewed_codex_v1
frdr_v3_0009,fdcp_v11_0052,Some banks have applied the principles from BCBS 239 to include broader enterprise-wide data governance frameworks.,Some banks have applied the principles from BCBS 239 to include broader enterprise-wide data governance frameworks.,entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,rdarr,extractive_entailment,,data/processed/finreg/bcbs/bcbs239_impl_note.txt,reviewed_codex_v1
frdr_v3_0010,fdcp_v11_0018,"Although in practice many material outsourcing and third party arrangements involve ICT products or services (eg cloud), the presence of a given ICT product or service does not, in itself, automatically render an outsourcing arrangement material.",Qualitative findings on weaknesses in banks’ stress testing practices could also affect banks’ scores related to risk data aggregation capabilities and thus their Pillar 2 requirements .,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,outsourcing,cross_source_neutral,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,reviewed_codex_v1
frdr_v3_0011,fdcp_v11_0167,"It expects to see progress in their risk management and disclosure, and hopes to support this by clarifying supervisory expectations.","It expects to see progress in their risk management and disclosure, and hopes to support this by clarifying supervisory expectations.",entailment,bad,no,vague pronoun without enough standalone context,ECB,climate,extractive_entailment,,data/processed/finreg/ecb/ecb_climate_guide_family.txt,reviewed_codex_v1
frdr_v3_0012,fdcp_v11_0143,"While BCBS 239 has elevated data governance to the board level, a data-driven culture within some organisations remains a work in progress.",Outsourcing is a way to get relatively easy access to new technologies and to achieve economies of scale.,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,governance,cross_source_neutral,,data/processed/finreg/bcbs/bcbs239_impl_note.txt,reviewed_codex_v1
frdr_v3_0013,fdcp_v11_0120,"These include the objectives, governance, policies, processes, methodology, resources and documentation that guide stress testing activities and facilitate the use, implementation and oversight of stress testing frameworks.","These include the objectives, governance, policies, processes, methodology, resources and documentation that guide stress testing activities and facilitate the use, implementation and oversight of stress testing frameworks.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,governance,extractive_entailment,,data/processed/finreg/bcbs/bcbs_stress_testing_principles.txt,reviewed_codex_v1
frdr_v3_0014,fdcp_v11_0117,"As such, the set of seven quantitative monitoring tools will complement the qualitative guidance on intraday liquidity management set out in the Basel Committee's 2008 Principles for Sound Liquidity Risk Management and Supervision .","As such, the set of seven quantitative monitoring tools will not complement the qualitative guidance on intraday liquidity management set out in the Basel Committee's 2008 Principles for Sound Liquidity Risk Management and Supervision .",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,liquidity,minimal_contradiction,will_not,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,reviewed_codex_v1
frdr_v3_0015,fdcp_v11_0049,"The EBA expects that if financial institutions implement the Guidelines on ICT and security risk management, providing supervisors with the input required for EBA/GL/2017/05 should not lead to undue burdens.","The EBA does not expect that if financial institutions implement the Guidelines on ICT and security risk management, providing supervisors with the input required for EBA/GL/2017/05 should not lead to undue burdens.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,ict,minimal_contradiction,expects_not,data/processed/finreg/eba/eba_ict_security_risk_management.txt,reviewed_codex_v1
frdr_v3_0016,fdcp_v11_0202,"While there is no single approach to good corporate governance, the Basel Committee's revised principles provide a framework within which banks and supervisors should operate to achieve robust and transparent risk management and decision-making and, in doing so, promote public confidence and uphold the safety and soundness of the banking system.","While there is no single approach to good corporate governance, the Basel Committee's revised principles provide a framework within which banks and supervisors should not operate to achieve robust and transparent risk management and decision-making and, in doing so, promote public confidence and uphold the safety and soundness of the banking system.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,governance,minimal_contradiction,should_not,data/processed/finreg/bcbs/bcbs_corporate_governance.txt,reviewed_codex_v1
frdr_v3_0017,fdcp_v11_0114,Overarching principles for internal models This new chapter includes the subset of supervisory expectations from the former general topics chapter that are valid for internal models of all risk types.,"Competent authorities should assess the institution’s exposure to intraday liquidity risk for a selected time horizon, including the intraday availability of liquid assets given the unpredictable nature of unexpected intraday outflows or lack of inflows.",neutral,bad,no,document-structure heading rather than substantive regulatory statement,ECB,model_risk,cross_source_neutral,,data/processed/finreg/ecb/ecb_internal_models_guide.txt,reviewed_codex_v1
frdr_v3_0018,fdcp_v11_0230,"Legal basis and next step Article 74 (1) of CRD requires that institutions must have robust governance arrangements, which include a clear organisational structure.","Legal basis and next step Article 74 (1) of CRD requires that institutions must not have robust governance arrangements, which include a clear organisational structure.",contradiction,bad,no,legal-basis/document heading contaminates the sentence,EBA,governance,minimal_contradiction,must_not,data/processed/finreg/eba/eba_outsourcing.txt,reviewed_codex_v1
frdr_v3_0019,fdcp_v11_0065,"Institutions should develop a risk culture through policies, communication and staff training regarding the institutions’ activities, strategy and risk profile, and should adapt communication and staff training to take into account staff’s responsibilities regarding risk-taking and risk management.","Institutions should not develop a risk culture through policies, communication and staff training regarding the institutions’ activities, strategy and risk profile, and should adapt communication and staff training to take into account staff’s responsibilities regarding risk-taking and risk management.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,governance,minimal_contradiction,should_not,data/processed/finreg/eba/eba_internal_governance.txt,reviewed_codex_v1
frdr_v3_0020,fdcp_v11_0040,"Banks will apply their own models to project the impact of the scenarios, subject to strict rules and a thorough review by the competent authorities.",It is important to note that the tools are being introduced for monitoring purposes only and that internationally active banks will be required to apply them.,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,ECB,stress_testing,cross_source_neutral,,data/processed/finreg/ecb/ecb_2025_stress_test.txt,reviewed_codex_v1
frdr_v3_0021,fdcp_v11_0039,Some banks have chosen to include risk data aggregation (RDA) in broader enterprise-wide data governance frameworks to support their various initiatives related to data governance and management.,Some banks have chosen to include risk data aggregation (RDA) in broader enterprise-wide data governance frameworks to support their various initiatives related to data governance and management.,entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,rdarr,extractive_entailment,,data/processed/finreg/bcbs/bcbs239_impl_note.txt,reviewed_codex_v1
frdr_v3_0022,fdcp_v11_0072,"Where possible and relevant, this testing should align to, support, or even be a component of firms’ scenario testing under Operational Resilience – CRR Firms 5 and Operational Resilience – Solvency II Firms 5.","Where possible and relevant, this testing should align to, support, or even be a component of firms’ scenario testing under Operational Resilience – CRR Firms 5 and Operational Resilience – Solvency II Firms 5.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,outsourcing,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,reviewed_codex_v1
frdr_v3_0023,fdcp_v11_0087,"Importantly, organizations should ensure that the development of the more judgmental and qualitative aspects of their models is also sound.","Importantly, organizations should not ensure that the development of the more judgmental and qualitative aspects of their models is also sound.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,Federal Reserve,general,minimal_contradiction,should_not,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,reviewed_codex_v1
frdr_v3_0024,fdcp_v11_0229,The guide does not aim to cover exhaustively all topics related to the CRR requirements on the use of internal models for regulatory purposes.,The updated principles are set at a high level so that they can be applied across banks and jurisdictions while remaining relevant as stress testing practices continue to evolve.,neutral,bad,no,guide-scope meta sentence; low training value,ECB,model_risk,cross_source_neutral,,data/processed/finreg/ecb/ecb_internal_models_guide.txt,reviewed_codex_v1
frdr_v3_0025,fdcp_v11_0146,"In the case of international banks with UK branches, the arrangements should differentiate between what is booked to the firm’s head office and what is booked to the UK branch.","In the case of international banks with UK branches, the arrangements should differentiate between what is booked to the firm’s head office and what is booked to the UK branch.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,branch_governance,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss5_21_branch_subsidiary.txt,reviewed_codex_v1
frdr_v3_0026,fdcp_v11_0042,"In addition, they should remain alert to the possible need for expert advice and support on any risk issue, taking action to ensure that they receive such advice and support as may be necessary to meet their responsibilities effectively.","The EBA expects that if financial institutions implement the Guidelines on ICT and security risk management, providing supervisors with the input required for EBA/GL/2017/05 should not lead to undue burdens.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,branch_governance,cross_source_neutral,,data/processed/finreg/pra_boe/pra_ss4_16_third_country_branches.txt,reviewed_codex_v1
frdr_v3_0027,fdcp_v11_0023,"Where necessary, the heads of internal control functions should be able to have access and report directly to the management body in its supervisory function to raise concerns and warn the supervisory function, where appropriate, when specific developments affect or may affect the institution.","Where necessary, the heads of internal control functions should not be able to have access and report directly to the management body in its supervisory function to raise concerns and warn the supervisory function, where appropriate, when specific developments affect or may affect the institution.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,governance,minimal_contradiction,should_not,data/processed/finreg/eba/eba_internal_governance.txt,reviewed_codex_v1
frdr_v3_0028,fdcp_v11_0121,"Competent authorities should also assess how ICAAP and ILAAP are integrated into overall risk management and strategic management practices, including capital and liquidity planning.",It stresses the importance of risk governance as part of a bank's overall corporate governance framework and promotes the value of strong boards and board committees together with effective control functions.,neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,EBA,srep,cross_source_neutral,,data/processed/finreg/eba/eba_srep_hub.txt,reviewed_codex_v1
frdr_v3_0029,fdcp_v11_0144,"This step in validation should ensure that judgment exercised in model design and construction is well informed, carefully considered, and consistent with published research and with sound industry practice.","This step in validation should not ensure that judgment exercised in model design and construction is well informed, carefully considered, and consistent with published research and with sound industry practice.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,Federal Reserve,model_risk,minimal_contradiction,should_not,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,reviewed_codex_v1
frdr_v3_0030,fdcp_v11_0150,"As part of the risk management framework, competent authorities should review the institution’s internal capital adequacy assessment process (ICAAP) and internal liquidity adequacy assessment process (ILAAP).","As part of the risk management framework, competent authorities should review the institution’s internal capital adequacy assessment process (ICAAP) and internal liquidity adequacy assessment process (ILAAP).",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,EBA,srep,extractive_entailment,,data/processed/finreg/eba/eba_srep_hub.txt,reviewed_codex_v1
frdr_v3_0031,fdcp_v11_0085,"Specifically, ECB supervisors will examine 51 of the euro area’s largest banks, representing around 75% of the euro area’s banking assets, as part of the 2025 EU-wide stress test coordinated by the European Banking Authority (EBA) .","Specifically, ECB supervisors will not examine 51 of the euro area’s largest banks, representing around 75% of the euro area’s banking assets, as part of the 2025 EU-wide stress test coordinated by the European Banking Authority (EBA) .",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,ECB,stress_testing,minimal_contradiction,will_not,data/processed/finreg/ecb/ecb_2025_stress_test.txt,reviewed_codex_v1
frdr_v3_0032,fdcp_v11_0111,The RMF should regularly monitor the actual risk profile of the institution and scrutinise it against the institution’s strategic goals and risk appetite to enable decision -making by the management body in its management function and challenge by the management body in its supervisory function.,The RMF should regularly monitor the actual risk profile of the institution and scrutinise it against the institution’s strategic goals and risk appetite to enable decision -making by the management body in its management function and challenge by the management body in its supervisory function.,entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,EBA,governance,extractive_entailment,,data/processed/finreg/eba/eba_internal_governance.txt,reviewed_codex_v1
frdr_v3_0033,fdcp_v11_0013,"It follows that firms should apply stricter controls to material, non-outsourcing third party arrangements than to non-material outsourcing arrangements.","It follows that firms should apply stricter controls to material, non-outsourcing third party arrangements than to non-material outsourcing arrangements.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,PRA-BoE,outsourcing,extractive_entailment,,data/processed/finreg/pra_boe/pra_ss2_21_outsourcing_third_party.txt,reviewed_codex_v1
frdr_v3_0034,fdcp_v11_0148,"All model components—inputs, processing, outputs, and reports—should be subject to validation; this applies equally to models developed in-house and to those purchased from or developed by vendors or consultants.","All model components—inputs, processing, outputs, and reports—should be subject to validation; this applies equally to models developed in-house and to those purchased from or developed by vendors or consultants.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,Federal Reserve,model_risk,extractive_entailment,,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,reviewed_codex_v1
frdr_v3_0035,fdcp_v11_0105,"To this end, the management body should ensure that sufficient resources are available to appropriately support and ensure the performance of those responsibilities, including overseeing all risks and managing the outsourcing arrangements.","To this end, the management body should not ensure that sufficient resources are available to appropriately support and ensure the performance of those responsibilities, including overseeing all risks and managing the outsourcing arrangements.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,EBA,governance,minimal_contradiction,should_not,data/processed/finreg/eba/eba_outsourcing.txt,reviewed_codex_v1
frdr_v3_0036,fdcp_v11_0170,"All model components—inputs, processing, outputs, and reports—should be subject to validation; this applies equally to models developed in-house and to those purchased from or developed by vendors or consultants.","All model components—inputs, processing, outputs, and reports—should not be subject to validation; this applies equally to models developed in-house and to those purchased from or developed by vendors or consultants.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,Federal Reserve,model_risk,minimal_contradiction,should_not,data/processed/finreg/fed_occ/fed_sr11_7_model_risk.txt,reviewed_codex_v1
frdr_v3_0037,fdcp_v11_0118,"Implementation of the principles will strengthen risk management at banks - in particular, G-SIBs - thereby enhancing their ability to cope with stress and crisis situations.","Implementation of the principles will strengthen risk management at banks - in particular, G-SIBs - thereby enhancing their ability to cope with stress and crisis situations.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,general,extractive_entailment,,data/processed/finreg/bcbs/bcbs239.txt,reviewed_codex_v1
frdr_v3_0038,fdcp_v11_0014,"In Section 10 on the DPD criterion, the ECB has further clarified its understanding of how the principal should be determined for specific loan products.","In Section 10 on the DPD criterion, the ECB has further clarified its understanding of how the principal should not be determined for specific loan products.",contradiction,contradiction,yes,codex first-pass: clear enough for reviewed training candidate,ECB,general,minimal_contradiction,should_not,data/processed/finreg/ecb/ecb_internal_models_guide.txt,reviewed_codex_v1
frdr_v3_0039,fdcp_v11_0036,"It requires institutions to have robust governance arrangements for identifying, managing, monitoring and reporting the risks they are facing, as well as adequate internal control mechanisms that are consistent with effective risk management.","It requires institutions to have robust governance arrangements for identifying, managing, monitoring and reporting the risks they are facing, as well as adequate internal control mechanisms that are consistent with effective risk management.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,ECB,governance,extractive_entailment,,data/processed/finreg/ecb/ecb_rdarr_guide.txt,reviewed_codex_v1
frdr_v3_0040,fdcp_v11_0138,The principles are guidelines that focus on the core elements of stress testing frameworks.,"The ECB is confident that this revision will enhance the guide’s usefulness when implementing or supervising internal models, promoting greater consistency across institutions and strengthening their alignment with the regulatory requirements.",neutral,bad,no,document-revision/meta statement; low training value,BCBS,stress_testing,cross_source_neutral,,data/processed/finreg/bcbs/bcbs_stress_testing_principles.txt,reviewed_codex_v1
frdr_v3_0041,fdcp_v11_0153,"Guide on governance and risk culture The Guide reflects the ECB’s focus on diverse and effective management bodies, which is a supervisory priority of the Single Supervisory Mechanism (SSM), as well as its experiences over the past ten years, and sets out supervisory expectations regarding the governance and risk culture of supervised banks.","With respect to retention periods, the PRA expects that records should be retained for as long as is relevant for the purposes for which they are made.",neutral,bad,no,guide title/description meta sentence; low training value,ECB,governance,cross_source_neutral,,data/processed/finreg/ecb/ecb_governance_risk_culture_consultation.txt,reviewed_codex_v1
frdr_v3_0042,fdcp_v11_0189,"Specifically, ECB supervisors will examine 51 of the euro area’s largest banks, representing around 75% of the euro area’s banking assets, as part of the 2025 EU-wide stress test coordinated by the European Banking Authority (EBA) .","Specifically, ECB supervisors will examine 51 of the euro area’s largest banks, representing around 75% of the euro area’s banking assets, as part of the 2025 EU-wide stress test coordinated by the European Banking Authority (EBA) .",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,ECB,stress_testing,extractive_entailment,,data/processed/finreg/ecb/ecb_2025_stress_test.txt,reviewed_codex_v1
frdr_v3_0043,fdcp_v11_0097,"In Section 10 on the DPD criterion, the ECB has further clarified its understanding of how the principal should be determined for specific loan products.","In Section 10 on the DPD criterion, the ECB has further clarified its understanding of how the principal should be determined for specific loan products.",entailment,entailment,yes,codex first-pass: clear enough for reviewed training candidate,ECB,general,extractive_entailment,,data/processed/finreg/ecb/ecb_internal_models_guide.txt,reviewed_codex_v1
frdr_v3_0044,fdcp_v11_0027,"Adapting to a changing operating environment Since its publication in 2013, BCBS 239 has become a foundational framework for data management and risk management practices in the banking sector.","Banks are expected to assess the risks they face and, in a forward-looking manner, ensure that all material risks are identified, effectively managed and covered by adequate capital and liquidity levels at all times.",neutral,bad,no,document/background framing rather than direct supervisory proposition,BCBS,rdarr,cross_source_neutral,,data/processed/finreg/bcbs/bcbs239_impl_note.txt,reviewed_codex_v1
frdr_v3_0045,fdcp_v11_0070,"Over time, the tools will also provide supervisors with a better understanding of banks' payment and settlement behaviour.","Such structures should be approved and maintained only when their purpose has been clearly defined and understood, and when the management body is satisfied that all material risks, including reputational risks, have been identified, that all risks can be managed effectively and appropriately reported, and that effective oversight has been ensured.",neutral,neutral,yes,codex first-pass: clear enough for reviewed training candidate,BCBS,liquidity,cross_source_neutral,,data/processed/finreg/bcbs/bcbs248_intraday_liquidity.txt,reviewed_codex_v1
